Value,ConditionName,Measure
0.5,REWARD,PROP_LARGER
0.5,REWARD,PROP_SMALLER
0.0,REWARD,PROP_NLR
0.5,PUNISH,PROP_LARGER
0.5,PUNISH,PROP_SMALLER
0.0,PUNISH,PROP_NLR
262.0,REWARD,MEDIAN_RT_LARGER
292.0,REWARD,MEDIAN_RT_SMALLER
318.0,PUNISH,MEDIAN_RT_LARGER
302.0,PUNISH,MEDIAN_RT_SMALLER
